sample_name	bam	species	population	status
GABN_2	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Ndj_2.bam	domesticus	GABN	Africa
GABN_3	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Ndj_3.bam	domesticus	GABN	Africa
GABN_4	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Ndj_4.bam	domesticus	GABN	Africa
GABN_5	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Ndj_5.bam	domesticus	GABN	Africa
GABN_7	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Ndj_7.bam	domesticus	GABN	Africa
GABN_8	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Ndj_8.bam	domesticus	GABN	Africa
USAF_01	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/flo_01.bam	domesticus	USAF	America
USAF_02	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/flo_02.bam	domesticus	USAF	America
USAF_03	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/flo_03.bam	domesticus	USAF	America
USAF_04	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/flo_04.bam	domesticus	USAF	America
USAF_05	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/flo_05.bam	domesticus	USAF	America
USAG_01	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/geo_01.bam	domesticus	USAG	America
USAG_02	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/geo_02.bam	domesticus	USAG	America
USAG_03	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/geo_03.bam	domesticus	USAG	America
USAG_04	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/geo_04.bam	domesticus	USAG	America
USAG_05	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/geo_05.bam	domesticus	USAG	America
USAN_01	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/new_01.bam	domesticus	USAN	America
USAN_02	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/new_02.bam	domesticus	USAN	America
USAN_03	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/new_03.bam	domesticus	USAN	America
USAN_04	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/new_04.bam	domesticus	USAN	America
USAN_05	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/new_05.bam	domesticus	USAN	America
USAP_01	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/pen_01.bam	domesticus	USAP	America
USAP_02	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/pen_02.bam	domesticus	USAP	America
USAP_03	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/pen_03.bam	domesticus	USAP	America
USAP_04	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/pen_04.bam	domesticus	USAP	America
USAP_05	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/pen_05.bam	domesticus	USAP	America
USAV_01	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ver_01.bam	domesticus	USAV	America
USAV_02	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ver_02.bam	domesticus	USAV	America
USAV_03	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ver_03.bam	domesticus	USAV	America
USAV_04	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ver_04.bam	domesticus	USAV	America
USAV_05	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ver_05.bam	domesticus	USAV	America
USAB_01	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/vir_01.bam	domesticus	USAB	America
USAB_02	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/vir_02.bam	domesticus	USAB	America
USAB_03	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/vir_03.bam	domesticus	USAB	America
USAB_04	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/vir_04.bam	domesticus	USAB	America
USAB_05	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/vir_05.bam	domesticus	USAB	America
FRAF_10	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Fro_10.bam	domesticus	FRAF	Europe
FRAF_11	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Fro_11.bam	domesticus	FRAF	Europe
FRAF_12	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Fro_12.bam	domesticus	FRAF	Europe
FRAF_13	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Fro_13.bam	domesticus	FRAF	Europe
FRAF_14	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Fro_14.bam	domesticus	FRAF	Europe
FRAF_15	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Fro_15.bam	domesticus	FRAF	Europe
FRAF_16	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Fro_16.bam	domesticus	FRAF	Europe
FRAF_17	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Fro_17.bam	domesticus	FRAF	Europe
FRAF_1	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Fro_1.bam	domesticus	FRAF	Europe
FRAF_2	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Fro_2.bam	domesticus	FRAF	Europe
FRAF_3	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Fro_3.bam	domesticus	FRAF	Europe
FRAF_4	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Fro_4.bam	domesticus	FRAF	Europe
FRAF_5	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Fro_5.bam	domesticus	FRAF	Europe
FRAF_6	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Fro_6.bam	domesticus	FRAF	Europe
FRAF_7	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Fro_7.bam	domesticus	FRAF	Europe
FRAF_8	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Fro_8.bam	domesticus	FRAF	Europe
FRAF_9	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Fro_9.bam	domesticus	FRAF	Europe
FRAT_1	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Tou_1.bam	domesticus	FRAT	Europe
FRAT_2	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Tou_2.bam	domesticus	FRAT	Europe
FRAT_3	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Tou_3.bam	domesticus	FRAT	Europe
FRAT_4	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Tou_4.bam	domesticus	FRAT	Europe
FRAT_5	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Tou_5.bam	domesticus	FRAT	Europe
FRAT_6	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Tou_6.bam	domesticus	FRAT	Europe
FRAT_7	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Tou_7.bam	domesticus	FRAT	Europe
FRAT_8	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Tou_8.bam	domesticus	FRAT	Europe
FRAT_9	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Tou_9.bam	domesticus	FRAT	Europe
FRAT_10	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Tou_10.bam	domesticus	FRAT	Europe
FRAT_11	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Tou_11.bam	domesticus	FRAT	Europe
FRAT_12	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Tou_12.bam	domesticus	FRAT	Europe
FRAT_13	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Tou_13.bam	domesticus	FRAT	Europe
FRAT_14	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Tou_14.bam	domesticus	FRAT	Europe
FRAT_15	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Tou_15.bam	domesticus	FRAT	Europe
FRAT_16	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Tou_16.bam	domesticus	FRAT	Europe
FRAT_17	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Tou_17.bam	domesticus	FRAT	Europe
FRAT_18	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Tou_18.bam	domesticus	FRAT	Europe
FRAT_19	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Tou_19.bam	domesticus	FRAT	Europe
FRAT_20	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Tou_20.bam	domesticus	FRAT	Europe
FRAM_01	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/fra_01.bam	domesticus	FRAM	Europe
FRAM_02	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/fra_02.bam	domesticus	FRAM	Europe
FRAM_03	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/fra_03.bam	domesticus	FRAM	Europe
FRAM_04	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/fra_04.bam	domesticus	FRAM	Europe
FRAM_05	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/fra_05.bam	domesticus	FRAM	Europe
FRAM_06	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/fra_06.bam	domesticus	FRAM	Europe
FRAM_07	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/fra_07.bam	domesticus	FRAM	Europe
FRAM_08	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/fra_08.bam	domesticus	FRAM	Europe
GERCB_1	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Ber_1.bam	domesticus	GERCB	Europe
GERCB_2	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Ber_2.bam	domesticus	GERCB	Europe
GERCB_3	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Ber_3.bam	domesticus	GERCB	Europe
GERCB_4	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Ber_4.bam	domesticus	GERCB	Europe
GERCB_5	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Ber_5.bam	domesticus	GERCB	Europe
GERCB_6	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Ber_6.bam	domesticus	GERCB	Europe
GERCB_7	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Ber_7.bam	domesticus	GERCB	Europe
GERC_01	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ger_01.bam	domesticus	GERC	Europe
GERC_02	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ger_02.bam	domesticus	GERC	Europe
GERC_03	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ger_03.bam	domesticus	GERC	Europe
GERC_04	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ger_04.bam	domesticus	GERC	Europe
GERC_05	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ger_05.bam	domesticus	GERC	Europe
GERC_06	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ger_06.bam	domesticus	GERC	Europe
GERC_07	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ger_07.bam	domesticus	GERC	Europe
GERC_08	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ger_08.bam	domesticus	GERC	Europe
GERC_09	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ger_09.bam	domesticus	GERC	Europe
GERC_10	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ger_10.bam	domesticus	GERC	Europe
GERC_11	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ger_11.bam	domesticus	GERC	Europe
ITAC_1	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cas_1.bam	domesticus	ITAC	Europe
ITAC_2	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cas_2.bam	domesticus	ITAC	Europe
ITAC_3	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cas_3.bam	domesticus	ITAC	Europe
ITAC_4	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cas_4.bam	domesticus	ITAC	Europe
ITAC_5	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cas_5.bam	domesticus	ITAC	Europe
ITAC_6	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cas_6.bam	domesticus	ITAC	Europe
ITAC_7	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cas_7.bam	domesticus	ITAC	Europe
ITAC_8	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cas_8.bam	domesticus	ITAC	Europe
ITAC_9	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cas_9.bam	domesticus	ITAC	Europe
ITAC_10	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cas_10.bam	domesticus	ITAC	Europe
ITAC_11	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cas_11.bam	domesticus	ITAC	Europe
ITAC_12	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cas_12.bam	domesticus	ITAC	Europe
ITAC_13	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cas_13.bam	domesticus	ITAC	Europe
ITAC_14	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cas_14.bam	domesticus	ITAC	Europe
ITAC_15	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cas_15.bam	domesticus	ITAC	Europe
ITAC_16	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cas_16.bam	domesticus	ITAC	Europe
SPAC_1	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cub_1.bam	domesticus	SPAC	Europe
SPAC_2	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cub_2.bam	domesticus	SPAC	Europe
SPAC_3	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cub_3.bam	domesticus	SPAC	Europe
SPAC_4	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cub_4.bam	domesticus	SPAC	Europe
SPAC_5	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cub_5.bam	domesticus	SPAC	Europe
SPAC_6	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cub_6.bam	domesticus	SPAC	Europe
SPAC_7	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cub_7.bam	domesticus	SPAC	Europe
SPAC_8	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cub_8.bam	domesticus	SPAC	Europe
SPAC_9	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cub_9.bam	domesticus	SPAC	Europe
SPAC_10	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cub_10.bam	domesticus	SPAC	Europe
SPAC_11	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Cub_11.bam	domesticus	SPAC	Europe
GBRL_1	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Lei_1.bam	domesticus	GBRL	Europe
GBRL_2	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Lei_2.bam	domesticus	GBRL	Europe
LEBE_1	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Edd_1.bam	domesticus	LEBE	SW_ASIA
LEBE_2	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Edd_2.bam	domesticus	LEBE	SW_ASIA
LEBE_3	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Edd_3.bam	domesticus	LEBE	SW_ASIA
LEBE_4	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Edd_4.bam	domesticus	LEBE	SW_ASIA
LEBE_5	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Edd_5.bam	domesticus	LEBE	SW_ASIA
LEBE_6	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Edd_6.bam	domesticus	LEBE	SW_ASIA
LEBE_7	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Edd_7.bam	domesticus	LEBE	SW_ASIA
LEBE_8	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Edd_8.bam	domesticus	LEBE	SW_ASIA
LEBE_9	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Edd_9.bam	domesticus	LEBE	SW_ASIA
LEBE_10	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Edd_10.bam	domesticus	LEBE	SW_ASIA
IRAA_01	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ira_01.bam	domesticus	IRAA	SW_ASIA
IRAA_02	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ira_02.bam	domesticus	IRAA	SW_ASIA
IRAA_03	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ira_03.bam	domesticus	IRAA	SW_ASIA
IRAA_04	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ira_04.bam	domesticus	IRAA	SW_ASIA
IRAA_05	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ira_05.bam	domesticus	IRAA	SW_ASIA
IRAA_06	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ira_06.bam	domesticus	IRAA	SW_ASIA
IRAA_07	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ira_07.bam	domesticus	IRAA	SW_ASIA
IRAA_08	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/ira_08.bam	domesticus	IRAA	SW_ASIA
ISRK_1	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Kef_1.bam	domesticus	ISRK	SW_ASIA
ISRK_2	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Kef_2.bam	domesticus	ISRK	SW_ASIA
ISRS_1	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Sed_1.bam	domesticus	ISRS	SW_ASIA
ISRS_2	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Sed_2.bam	domesticus	ISRS	SW_ASIA
spr_sp01	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/spetrus_01.bam	spetrus	spr_sp	spr_sp
spr_sp02	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/spetrus_02.bam	spetrus	spr_sp	spr_sp
spr_sp03	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/spetrus_03.bam	spetrus	spr_sp	spr_sp
spr_sp04	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/spetrus_04.bam	spetrus	spr_sp	spr_sp
spr_sp05	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/spetrus_05.bam	spetrus	spr_sp	spr_sp
spr_sp06	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/spetrus_06.bam	spetrus	spr_sp	spr_sp
spr_sp07	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/spetrus_07.bam	spetrus	spr_sp	spr_sp
spr_sp08	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/spetrus_08.bam	spetrus	spr_sp	spr_sp
spr_mo1	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Aga_1.bam	spetrus	spr_mor	spr_mor
spr_mo2	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Aga_2.bam	spetrus	spr_mor	spr_mor
spr_mo3	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Aga_3.bam	spetrus	spr_mor	spr_mor
spr_mo4	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Aga_4.bam	spetrus	spr_mor	spr_mor
spr_mo5	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Aga_5.bam	spetrus	spr_mor	spr_mor
spr_mo6	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Aga_6.bam	spetrus	spr_mor	spr_mor
spr_mo7	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Aga_7.bam	spetrus	spr_mor	spr_mor
spr_mo8	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Aga_8.bam	spetrus	spr_mor	spr_mor
spr_mo9	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Aga_9.bam	spetrus	spr_mor	spr_mor
spr_mo10	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Aga_10.bam	spetrus	spr_mor	spr_mor
spr_mo11	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Aga_11.bam	spetrus	spr_mor	spr_mor
spr_mo12	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Aga_12.bam	spetrus	spr_mor	spr_mor
spr_mo13	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Aga_13.bam	spetrus	spr_mor	spr_mor
spr_mo14	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Aga_14.bam	spetrus	spr_mor	spr_mor
spr_mo15	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Aga_15.bam	spetrus	spr_mor	spr_mor
spr_mo16	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Aga_16.bam	spetrus	spr_mor	spr_mor
spr_mo17	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Aga_17.bam	spetrus	spr_mor	spr_mor
cast_ind01	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/castaneus_01.bam	castaneus	castaneus	cas_ind
cast_ind02	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/castaneus_02.bam	castaneus	castaneus	cas_ind
cast_ind03	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/castaneus_03.bam	castaneus	castaneus	cas_ind
cast_ind04	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/castaneus_04.bam	castaneus	castaneus	cas_ind
cast_ind05	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/castaneus_05.bam	castaneus	castaneus	cas_ind
cast_ind06	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/castaneus_06.bam	castaneus	castaneus	cas_ind
cast_ind07	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/castaneus_07.bam	castaneus	castaneus	cas_ind
cast_ind08	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/castaneus_08.bam	castaneus	castaneus	cas_ind
cast_ind09	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/castaneus_09.bam	castaneus	castaneus	cas_ind
cast_ind10	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/castaneus_10.bam	castaneus	castaneus	cas_ind
cast_ken1	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Nai_1.bam	castaneus	cas_ken	cas_ken
cast_ken2	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Nai_2.bam	castaneus	cas_ken	cas_ken
cast_ken3	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Nai_3.bam	castaneus	cas_ken	cas_ken
cast_ken4	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Nai_4.bam	castaneus	cas_ken	cas_ken
cast_ken5	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Nai_5.bam	castaneus	cas_ken	cas_ken
cast_ken6	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Nai_6.bam	castaneus	cas_ken	cas_ken
cast_ken7	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Nai_7.bam	castaneus	cas_ken	cas_ken
cast_ken8	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Nai_8.bam	castaneus	cas_ken	cas_ken
cast_ken9	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Nai_9.bam	castaneus	cas_ken	cas_ken
cast_ken10	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Nai_10.bam	castaneus	cas_ken	cas_ken
cast_ken11	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Nai_11.bam	castaneus	cas_ken	cas_ken
cast_ken12	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Nai_12.bam	castaneus	cas_ken	cas_ken
cast_ken13	/home/dpoveda/micetral/steps/04_filtered_bam/bam_micetral/Nai_13.bam	castaneus	cas_ken	cas_ken
musculus_01	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/musculus_01.bam	musculus	musculus	musculus
musculus_02	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/musculus_02.bam	musculus	musculus	musculus
musculus_03	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/musculus_03.bam	musculus	musculus	musculus
musculus_04	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/musculus_04.bam	musculus	musculus	musculus
musculus_05	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/musculus_05.bam	musculus	musculus	musculus
musculus_06	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/musculus_06.bam	musculus	musculus	musculus
musculus_07	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/musculus_07.bam	musculus	musculus	musculus
musculus_08	/home/dpoveda/micetral/steps/04_filtered_bam/bam_published/musculus_08.bam	musculus	musculus	musculus
